"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
2609,"O'Rourke's Feast In Concert","2011-11-10 19:30:00","2011-11-10 00:00:00","Hopkins Center For The Arts","1111 Mainstreet","Hopkins","Minnesota","USA",44.92453003,-93.41437531
2618,"Junctions - New Traditional Music Encounters","2011-11-10 20:00:00","2011-11-10 00:00:00","The Pavilion","13 Carey's Lane","Cork","Cork","Ireland",51.89864349,-8.47380733
2563,"Yachats Celtic Music Festival","2011-11-11 00:00:00","2011-11-13 00:00:00","Yachats Commons","441 Higway 101","Yachats","Oregon","USA",44.31274414,-124.10496521
2518,"Button Boxes And Moothies","2011-11-11 09:00:00","2011-11-13 23:45:00","Various Venues","","Aberdeen","Aberdeenshire","Scotland",57.21777725,-2.18231249
2615,"Randal Bays with Davey Mathias","2011-11-12 18:45:00","2011-11-12 22:00:00","Winona Grange #271","8340 SW Seneca St","Tualatin","Oregon","USA",45.38317871,-122.76232910
2623,"Robin Williamson","2011-11-12 19:30:00","2011-11-12 22:30:00","The Fraser Centre","Douglas St","Milngavie","Strathclyde","Scotland",56.49067307,-4.20264578
2555,"In Love With The Dance","2011-11-12 20:00:00","2011-11-12 22:00:00","Ardhowen Theatre","","Enniskillen","Fermanagh","Northern Ireland",54.34363174,-7.63092995
2614,"Bits N Pieces CD Launch At Ennis Trad Fest 2012","2011-11-13 15:00:00","2011-11-13 16:30:00","Temple Gate Hotel"," The Square","Ennis","Clare","Ireland",52.85159683,-8.96230221
2616,"Colleen Raney","2011-11-16 12:15:00","2011-11-16 13:15:00","Tualatin Heritage Center","8700 SW Sweek Drive","Tualatin","Oregon","USA",45.38631058,-122.76698303
2576,"William Kennedy Piping Festival","2011-11-17 00:00:00","2011-11-20 00:00:00","Various Venues","","Armagh City","Armagh","Northern Ireland",54.34474564,-6.65066767
2622,"Martin Simpson","2011-11-18 19:30:00","2011-11-18 22:30:00","The Fraser Centre","Douglas St","Milngavie","Strathclyde","Scotland",56.49067307,-4.20264578
2628,"Enda Seery and John Byrne Live!","2011-11-18 21:00:00","2011-11-19 00:00:00","Club Chonradh Na Gaeilge","6 Harcourt St","Dublin","Dublin","Ireland",53.33713913,-6.26319170
2626,"Irish Traditional Music Session","2011-11-20 14:00:00","2011-11-20 17:00:00","Slough Irish Club","Sheehy Way","Slough","Berkshire","England",51.51868439,-0.57558709
2579,"Celtic-Japan Tsunami Relief","2011-11-24 20:00:00","2011-11-24 22:00:00","St. Ann's Church","Dawson Street","Dublin","Dublin","Ireland",53.34098434,-6.25833702
2597,"Dervish  - Launch Of Leitrim Equation²","2011-11-24 20:00:00","2011-11-24 22:00:00","The Button Factory","","Dublin","Dublin","Ireland",53.34980392,-6.26030970
2625,"Celtic - Japan Charity Concert","2011-11-24 20:00:00","2011-11-24 22:30:00","St. Ann's Church","Dawson Street","Dublin","Dublin","Ireland",53.34098434,-6.25833702
2632,"Paddy Cronin Fiddle Player - Web Broadcast On LiveTrad.com","2011-11-25 22:00:00","2011-11-25 00:00:00","Killarney Grand Hotel","Main St","Killarney","Kerry","Ireland",52.05868530,-9.50914860
2629,"Danny Meehan album launch","2011-11-26 20:00:00","2011-11-26 23:00:00","London Irish Centre","50-52 Camden Square","Camden","London","England",51.54587173,-0.13118830
2624,"A Night Of Traditional Irish Music ","2011-11-27 19:00:00","2011-11-27 22:00:00","The Irish Ceilidhe Club Of Rhode Island","50 America Street","Cranston","Rhode Island","USA",41.78396225,-71.46255493
2634,"Altan & Friends - Live Webcast On LiveTrad.com","2011-11-29 20:30:00","2011-11-29 22:30:00","The Grand Social","35 Liffey Street","Dublin","Dublin","Ireland",53.34690094,-6.26344109
2627,"Sean Nós Dance DVD Launch Party","2011-12-01 06:00:00","2011-12-01 08:30:00","Club Chonradh Na Gaeilge","6 Harcourt St","Dublin","Dublin","Ireland",53.33713913,-6.26319170
2633,"An Irish Christmas: A Musical Solstice Celebration","2011-12-07 20:00:00","2011-12-18 00:00:00","Irish Arts Center","553 West 51st Street","Manhattan","New York","USA",40.76638412,-73.99350739
2635,"Dervish - The Leitrim Equation2 - Launch On LiveTrad.com (recorded Concert)","2011-12-09 22:00:00","2011-12-09 00:00:00","The Button Factory","","Dublin","Dublin","Ireland",53.34980392,-6.26030970
2630,"Hanz Araki, CD Release","2011-12-10 19:30:00","2011-12-10 22:00:00","Winona Grange #271","8340 SW Seneca St","Tualatin","Oregon","USA",45.38317871,-122.76232910
2631,"Cady Finlayson & Vita Tanga: Irish Music Show And Workshops ","2011-12-11 14:00:00","2011-12-11 16:00:00","Sixth Street Synagogue","325 E. 6th St.","Manhattan","New York","USA",40.72689819,-73.98715210
2640,"Christmas Session","2011-12-22 20:00:00","2011-12-23 00:15:00","Devitt's","78 Lower Camden St.","Dublin","Dublin","Ireland",53.33553696,-6.26556063
2636,"Fidil, Tim O'Brien, Arty McGlynn - Live Webcast On LiveTrad.com","2011-12-30 20:30:00","2011-12-30 22:30:00","Ionad Cois Locha","","Dunlewey","Donegal","Ireland",55.01937103,-8.11112976
2652,"Molly's Revenge In Concert","2012-01-14 19:30:00","2012-01-14 22:00:00","Winona Grange #271","8340 SW Seneca St","Tualatin","Oregon","USA",45.38317871,-122.76232910
2536,"1st Paddy Keenen Uilleann Pipe Gathering","2012-01-15 00:00:00","2012-01-21 00:00:00","Naturfreundehaus Elmstein","Esthaler Str. 63 - 67","Elmstein","Rheinland-Pfalz","Germany",49.36138153,7.95115423
2973,"Irish Fiddle Concert with Cady Finlayson","2012-01-19 19:30:00","2012-01-19 21:30:00","Northwest Park","145 Land Road","Windsor","Connecticut","USA",41.67448807,-81.32875824
2657,"Laura Cortese's Acoustic Project","2012-01-20 07:30:00","2012-01-20 10:30:00","Eron Johnson Architectural Antiques","389 South Lipan Street","Denver","Colorado","USA",39.70949936,-105.00200653
2658,"Irish Minstrels CCE 16th Annual Winter School ","2012-01-21 11:00:00","2012-01-22 16:00:00","St. Roch's Secondary","40 Royston Road","Glasgow","Glasgow","Scotland",55.86220932,-4.24156094
2646,"The Teetotalers - Martin Hayes, Kevin Crawford And John Doyle","2012-01-21 20:00:00","2012-01-21 00:00:00","Mermaid Arts Centre","Main Street","Bray","Wicklow","Ireland",53.20090485,-6.11107397
2648,"The Teetotalers - Martin Hayes, Kevin Crawford And John Doyle","2012-01-23 20:00:00","2012-01-23 00:00:00","Station House Theatre","","Clifden","Galway","Ireland",53.27066803,-9.05679035
1824,"A Burns' Ceilidh","2012-01-24 19:00:00","2012-01-24 22:30:00","Dempsey's","15 Castle Street","Cardiff","Cardiff And South Wales Coast","Wales",51.48092270,-3.18128586
2649,"The Teetotalers - Martin Hayes, Kevin Crawford And John Doyle","2012-01-24 20:00:00","2012-01-24 00:00:00","Linenhall Arts Centre","Linenhall Street","Castlebar","Mayo","Ireland",53.85815811,-9.29781151
2655,"Béla Fleck, Abigail Washburn, Karan Casey & Buille","2012-01-25 20:00:00","2012-01-25 00:00:00","The Pavilion","13 Carey's Lane","Cork","Cork","Ireland",51.89864349,-8.47380733
2650,"The Teetotalers - Martin Hayes, Kevin Crawford And John Doyle","2012-01-25 20:30:00","2012-01-25 00:00:00","The Dock Arts Centre","St. George's Terrace","Carrick-on-Shannon","Leitrim","Ireland",53.94496536,-8.09672832
2670,"Packie Duignan Traditional Week-end","2012-01-27 00:00:00","2012-01-29 00:00:00","Various Venues","","Drumshanbo","Leitrim","Ireland",54.04780197,-8.04002380
2621,"Fiddle Hell","2012-01-27 12:00:00","2012-01-29 23:30:00","The Horse And Chains","79 High Street","Bushey","Hertfordshire","England",51.64153671,-0.35909539
2638,"Cape Cod Ceili Weekend IX","2012-01-27 20:00:00","2012-01-29 17:00:00","Irish Village","828 Main Street","South Yarmouth","Massachusetts","USA",41.71143341,-70.20682526
2668,"Live Webcast With Cathy Jordan & Friends On LiveTrad.com","2012-01-27 20:00:00","2012-01-27 22:00:00","The Model","Connaughton Rd","Sligo","Sligo","Ireland",54.27369690,-8.47006416
2651,"The Teetotalers - Martin Hayes, Kevin Crawford And John Doyle","2012-01-27 21:00:00","2012-01-27 00:00:00","The Queen's Bar","","Ennis","Clare","Ireland",52.84742737,-8.98873806
2596,"Packie Duignan Sessions","2012-01-27 21:30:00","2012-01-28 00:00:00","Various Venues","","Drumshanbo","Leitrim","Ireland",54.04780197,-8.04002380
2637,"House Concert Featuring John Whelan With Bill Black","2012-01-28 13:00:00","2012-01-28 15:00:00","Brick Hill Concerts","165 Brick Hill Road","Orleans","Massachusetts","USA",41.79319763,-69.95863342
2659,"Benefit Concert For Finn MacGinty","2012-01-29 17:00:00","2012-01-29 00:00:00","Tractor Tavern","5213 Ballard Ave NW","Seattle","Washington","USA",47.66581726,-122.38252258
2661,"Musicians Gathering","2012-02-03 00:00:00","2012-02-05 00:00:00","Roadside Tavern","Doolin Road","Lisdoonvarna","Clare","Ireland",53.02571487,-9.31863308
2641,"Paddy Keenan - Live In London","2012-02-03 20:00:00","2012-02-03 23:00:00","London Irish Centre","50-52 Camden Square","Camden","London","England",51.54587173,-0.13118830
2681,"West London Barn Dance/Ceilidh","2012-02-04 07:30:00","2012-02-04 22:30:00","St James Church","St James’s Ave","Ealing","London","England",51.50888443,-0.32589781
2654,"Kevin Mitchell And Pat McNulty","2012-02-04 13:00:00","2012-02-04 00:00:00","Laurie's","34 King Street","Glasgow","Glasgow","Scotland",55.85633087,-4.24667835
2694,"Moya Brennan Launches 'The Donegal Gathering' On LiveTrad.com","2012-02-08 18:00:00","2012-02-09 18:00:00","Radisson Blu Hotel","","Letterkenny","Donegal","Ireland",54.94903564,-7.73421669
2672,"Jesse Smith and Ryan McGiver","2012-02-10 09:00:00","2012-02-10 11:00:00","Ireland House","1 Washington Mews","Manhattan","New York","USA",40.73172760,-73.99650574
2663,"Tony MacMahon and Steve Cooney","2012-02-10 20:00:00","2012-02-10 23:00:00","Sirius Arts Centre","The Old Yacht Club","Cobh","Cork","Ireland",51.84914017,-8.29719353
2680,"The University Of Chicago Folk Festival","2012-02-10 20:00:00","2012-02-12 18:00:00","Ida Noyes Hall, University Of Chicago","1212 East 59th St.","Chicago","Illinois","USA",41.78871155,-87.59558868
2666,"Laurence Nugent, Flute & Whisle Workshop","2012-02-11 14:00:00","2012-02-11 15:30:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
2676,"KAN","2012-02-15 00:00:00","2012-02-15 00:00:00","Village Hall","","Gilling East","Yorkshire","England",54.18409729,-1.05854690
2533,"4th Annual Tune Junkie Weekend","2012-02-17 00:00:00","2012-02-18 00:00:00","Historic Grove Theater","123 Randolph Rd","Oak Ridge","Tennessee","USA",36.01481628,-84.26685333
2693,"Jean-Michel Veillon In Concert","2012-02-17 19:30:00","2012-02-17 22:00:00","The Port Mahon","82 St. Clement's","Oxford","Oxfordshire","England",51.75054169,-1.24002099
2671,"SongLIves","2012-02-17 20:00:00","2012-02-17 00:00:00","Irish Arts Center","553 West 51st Street","Manhattan","New York","USA",40.76638412,-73.99350739
2699,"Ubiquitous Air Band And Culbeag","2012-02-18 19:30:00","2012-02-18 10:30:00","Fraser Centre","Douglas St, Milngavie","Glasgow","Glasgow","Scotland",55.85637283,-4.25716591
2673,"Barndance / Ceilidh With The Flying Toads","2012-02-18 20:00:00","2012-02-18 23:00:00","Pulborough Village Hall","Swan View, Lower Street","Pulborough","Sussex","England",50.95734406,-0.50170672
2665,"London Fiddle Convention","2012-02-19 13:00:00","2012-02-19 23:00:00","Cecil Sharp House","2 Regent's Park Road","Camden","London","England",51.53818130,-0.14952140
2695,"Irish Music: Cady Finlayson & Marina Meyler","2012-02-19 17:00:00","2012-02-12 19:00:00","Molly Spillanes Pub","211 Mamaroneck Avenue","Mamaroneck","New York","USA",40.95005417,-73.73355865
2660,"Mike McGoldrick, John McCusker And John Doyle","2012-02-19 20:00:00","2012-02-19 00:00:00","Mac","Cannon Hill Park","Birmingham","West Midlands","England",52.45219040,-1.89889956
2701,"Launch Of Spiro's New Album Kaleidophonica","2012-02-20 18:00:00","2012-02-20 19:00:00","Rise Bristol","70 Queens Road","Bristol","Bristol","England",51.40957260,-2.62070894
2677,"KAN","2012-02-22 00:00:00","2012-02-22 00:00:00","Old Court House","","Thirsk","Yorkshire","England",54.23384857,-1.34137702
2702,"Nollaig Casey, Arty McGlynn, Máire Ní Chathasaigh and Chris Newman","2012-02-23 20:00:00","2012-02-23 22:15:00","Square Chapel Theatre","10 Square Road","Halifax","Yorkshire","England",53.72232819,-1.85557115
2710,"Moville Traditional Music Festival","2012-02-24 09:30:00","2012-02-26 00:00:00","Rosatos","","Moville","Donegal","Ireland",55.18877792,-7.04059219
2703,"Nollaig Casey, Arty McGlynn, Máire Ní Chathasaigh and Chris Newman","2012-02-25 20:00:00","2012-02-25 22:15:00","Portesham Village Hall","Malthouse Meadow ","Weymouth","Dorset","England",50.66881180,-2.56769490
2704,"Nollaig Casey, Arty McGlynn, Máire Ní Chathasaigh and Chris Newman","2012-02-26 19:30:00","2012-02-26 21:45:00","Studland Village Hall","Studland","Swanage","Dorset","England",50.64258575,-1.95363104
2719,"Corofin Traditional Festival","2012-02-27 00:00:00","2012-03-04 00:00:00","Various Venues","","Corofin","Clare","Ireland",52.94272614,-9.06257248
2708,"O'Rourke's Feast In Concert","2012-02-28 19:30:00","2012-02-28 22:00:00","Olivet Congregational Church","1850 Iglehart Avenue","St Paul","Minnesota","USA",44.94917679,-93.17896271
2696,"Skamokowa Irish Music Weekend","2012-03-02 20:00:00","2012-03-04 10:00:00","Skamokowa Grange Hall","","Portland","Oregon","USA",45.52345276,-122.67620850
2698,"Anna Falkneau Lena Ullman Ivan J. Murray","2012-03-08 09:00:00","2012-03-08 12:00:00","The Stag's Head","1 Dame Court","Dublin","Dublin","Ireland",53.34381485,-6.26353788
2730,"The Hobart Fleadh 2012","2012-03-09 07:30:00","2012-03-11 00:00:00","The New Sydney Hotel","87 Bathurst St","Hobart","Tasmania","Australia",-42.88083649,147.32507324
2664,"5th Mellor Brook Fiddle Day 2012","2012-03-10 09:30:00","2012-03-10 23:30:00","Mellor Brook Community Centre","Whalley Road","Mellor Brook","Lancashire","England",53.77665329,-2.54411983
2717,"Libby Irish Fair","2012-03-10 10:00:00","2012-03-10 21:00:00","Libby Memorial Center","111 E. Lincoln Blvd.","Libby","Montana","USA",48.38949966,-115.55320740
2682,"Tommy Fleming ","2012-03-10 19:30:00","2012-03-10 21:45:00","Colston Hall","Colston Street","Bristol","Bristol","England",51.45578766,-2.59756684
2711,"Cape Breton's Andrea Beaton In Concert With The Scottish Fiddlers Of Los Angeles","2012-03-10 19:30:00","2012-03-10 21:30:00","Hermosa Beach Playhouse","710 Pier Ave.","Hermosa Beach","California","USA",33.86444092,-118.39391327
2662,"Ó Riada Re-Imagined","2012-03-10 20:00:00","2012-03-10 22:00:00","St.Nicholas ( The Green Church)","Church Street","Dundalk","Louth","Ireland",54.00857925,-6.40240812
2713,"Banjo masterclass with John Carty","2012-03-11 14:00:00","2012-03-11 17:00:00","MCnG, St. Mary's College","St. Mary's Road","Galway","Galway","Ireland",53.27031708,-9.06478119
2683,"Tommy Fleming ","2012-03-11 19:30:00","2012-03-11 21:45:00","Liverpool Philharmonic Hall","Hope Street","Liverpool","Merseyside","England",53.39955902,-2.97124267
2709,"Ivernia Orchestra & Michael McGoldrick Beyond The Shamrock: Music from Ireland","2012-03-11 19:30:00","2012-03-11 00:00:00","Manchester Cathedral","Victoria Street","Manchester","Greater Manchester","England",53.53757477,-2.65470457
2714,"John Carty concert","2012-03-11 20:00:00","2012-03-11 22:00:00","MCnG, St. Mary's College","St. Mary's Road","Galway","Galway","Ireland",53.27031708,-9.06478119
2684,"Tommy Fleming","2012-03-12 19:30:00","2012-03-12 21:45:00","O2 Shepherd's Bush Empire","Shepherd's Bush Green","Shepherds Bush","London","England",51.50386810,-0.22063160
2718,"The Flying Toads At Amberley Acoustic Music Club","2012-03-13 20:00:00","2012-03-13 00:00:00","The George And Dragon","Houghton","Amberley","Sussex","England",50.89459991,-0.55283558
2685,"Tommy Fleming","2012-03-15 19:30:00","2012-03-15 21:45:00","Royal Concert Hall","2 Sauciehall Street","Glasgow","Glasgow","Scotland",55.85637283,-4.25716591
2720,"Celtic Appalachia","2012-03-15 20:00:00","2012-03-15 00:00:00","Symphony Space","2537 Broadway","Manhattan","New York","USA",40.79396439,-73.97281647
2725,"St. Patrick's Festival Céilí - Streamed on LiveTrad.com","2012-03-16 16:30:00","2012-03-16 19:30:00","St. Stephen's Green","","Dublin","Dublin","Ireland",53.34410477,-6.26749372
2732,"St Patricks Cheili","2012-03-16 20:00:00","2012-03-16 23:00:00","Band Hall Stradavoher Thurles","","Thurles","Tipperary","Ireland",52.68052292,-7.81450224
2726,"St. Patrick's Day Parade - Streamed On LiveTrad.com","2012-03-17 14:00:00","2012-03-17 18:00:00","Various Venues","","Mullingar","Westmeath","Ireland",53.52476501,-7.33786583
2721,"Blue Ridge Irish Music School (BRIMS) Benefit Concert","2012-03-17 19:00:00","2012-03-17 22:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2686,"Tommy Fleming","2012-03-17 19:30:00","2012-03-17 00:00:00","New Alexandra Theatre","Station Street","Birmingham","West Midlands","England",52.47644043,-1.89962721
2724,"St Patrick's Day Celebration","2012-03-17 20:00:00","2012-03-17 23:00:00","Sparth House Hotel","Whalley Road, Clayton Le Moors","Accrington","Lancashire","England",53.76893234,-2.37775993
2687,"Tommy Fleming","2012-03-18 19:30:00","2012-03-18 00:00:00","Manchester Opera House","Quay Street","Manchester","Greater Manchester","England",53.47842026,-2.25164104
2688,"Tommy Fleming","2012-03-19 19:30:00","2012-03-19 00:00:00","Royal Concert Hall","Theatre Square","Nottingham","Nottinghamshire","England",52.95476913,-1.15808594
2731,"Oisín Mac Diarmada and Séamus Begley","2012-03-20 19:00:00","2012-03-20 22:00:00","Eron Johnson Architectural Antiques","389 South Lipan Street","Denver","Colorado","USA",39.70949936,-105.00200653
2689,"Tommy Fleming","2012-03-21 19:30:00","2012-03-21 00:00:00","St David's Hall","The Hayes","Cardiff","Cardiff And South Wales Coast","Wales",51.47944641,-3.17637110
2690,"Tommy Fleming","2012-03-21 19:30:00","2012-03-21 00:00:00","De Montfort Hall","Granville Road","Leicester","Leicestershire","England",52.62615585,-1.11948729
2674,"Aly Bain + Phil Cunningham","2012-03-26 00:00:00","2012-03-26 00:00:00","National Centre For Early Music","St Margaret's Church, Walmgate","York","Yorkshire","England",53.95670319,-1.07387495
2722,"Maeve Gilchrist Trio","2012-03-26 19:00:00","2012-03-26 21:30:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2728,"Maeve Gilchrist Trio","2012-03-26 19:00:00","2012-03-26 21:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2729,"Workshops With Maeve Gilchrist (harp, Singing), Duncan Wickel (fiddle), Aidan O'Donnell (bass)","2012-03-27 16:00:00","2012-03-27 20:30:00","Charlottesville Waldorf School","120 Waldorf School Rd","Charlottesville","Virginia","USA",38.05684280,-78.46306610
2733,"Carlow Fleadh","2012-03-30 00:00:00","2012-04-01 00:00:00","Various Venues","","Leighlinbridge","Carlow","Ireland",52.73577118,-6.97480679
2691,"Tommy Fleming","2012-03-30 19:30:00","2012-03-30 00:00:00","The Sage Gateshead","St Mary’s Quay","Gateshead","Tyne and Wear","England",54.96727371,-1.60307515
2697,"Carlow Fleadh Cheoil 2012","2012-03-30 20:00:00","2012-04-01 00:00:00","Various Venues","","Leighlinbridge","Carlow","Ireland",52.73577118,-6.97480679
2738,"Féile Átha An Dá Chab ","2012-03-30 21:00:00","2012-04-01 00:00:00","Various Venues","Main Street","Ballydehob","Cork","Ireland",51.56261444,-9.46132565
2715,"Masterclass with Martin Hayes","2012-03-31 11:00:00","2012-03-31 12:30:00","MCnG, St. Mary's College","St. Mary's Road","Galway","Galway","Ireland",53.27031708,-9.06478119
2716,"Martin Hayes in Concert","2012-03-31 20:00:00","2012-03-31 22:00:00","MCnG, St. Mary's College","St. Mary's Road","Galway","Galway","Ireland",53.27031708,-9.06478119
2326,"Easter 2012 Folking About In Anglesey!","2012-04-05 15:00:00","2012-04-10 10:00:00","Bull Bay Hotel","","Bull Bay","Anglesey","Wales",53.42099380,-4.37266779
2669,"Easter 2012 Folking About In Anglesey!","2012-04-05 15:00:00","2012-04-10 10:00:00","Bull Bay Hotel","","Bull Bay","Anglesey","Wales",53.42099380,-4.37266779
2741,"Blue Ridge Irish Music School Open Seisun","2012-04-07 19:00:00","2012-04-07 21:30:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2740,"Workshop With Kevin Burke","2012-04-09 18:00:00","2012-04-09 19:30:00","Blue Ridge Irish Music School","120 Waldorf School Rd.","Charlottesville","Virginia","USA",38.03279114,-78.49633789
2675,"Jenna Reid (Trio)","2012-04-11 00:00:00","2012-04-11 00:00:00","National Centre For Early Music","St Margaret's Church, Walmgate","York","Yorkshire","England",53.95670319,-1.07387495
2667,"Cruinniú Na BhFliúit~The Flute Meeting","2012-04-12 00:00:00","2012-04-14 00:00:00","Various Venues","","Ballyvourney","Cork","Ireland",51.94549179,-9.16408920
2737,"AnnieTom's Trad Week-End!","2012-04-13 00:00:00","2012-04-15 00:00:00","Annora","Narin, Portnoo","Narin","Donegal","Ireland",54.83921432,-8.44140530
2736,"Midwest Fleadh Cheoil","2012-04-13 06:00:00","2012-04-15 10:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
2734,"Matt & Shannon Heaton","2012-04-13 20:00:00","2012-04-13 23:00:00","Caffe Lena","47 Phila St","Saratoga Springs","New York","USA",43.08052063,-73.78334045
2742,"Masters Of Tradition On Tour With Martin Hayes","2012-04-13 20:00:00","2012-04-13 00:00:00","Symphony Space","2537 Broadway","Manhattan","New York","USA",40.79396439,-73.97281647
2723,"Fiddler Maeve Donnelly & Guitarist Andy Hillhouse","2012-04-14 08:00:00","2012-04-14 11:00:00","Dublin Street United Church","68 Suffolk Street West","Guelph","Ontario","Canada",43.54656982,-80.25630951
2678,"Northeast Concertina Workshop","2012-04-14 09:00:00","2012-04-14 17:30:00","Four Rivers Charter School","248 Colrain Rd.","Greenfield","Massachusetts","USA",42.59624863,-72.62071228
2679,"Concertina Concert","2012-04-14 19:30:00","2012-04-14 22:00:00","All Souls Unitarian Universalist Church","399 Main St.","Greenfield","Massachusetts","USA",42.58733749,-72.59899139
2642,"Andy Irvine - Live In London","2012-04-14 20:00:00","2012-04-14 23:00:00","London Irish Centre","50-52 Camden Square","Camden","London","England",51.54587173,-0.13118830
2744,"Concert With Irish Fiddler  Maeve Donnelly And Guitarist Andy Hillhouse","2012-04-14 20:00:00","2012-04-14 00:00:00","Dublin Street United Church","68 Suffolk Street West","Guelph","Ontario","Canada",43.54656982,-80.25630951
2700,"The Outside Track Concert","2012-04-15 15:00:00","2012-04-15 17:00:00","Richland Community Hall","8985 Gull Road","Richland","Michigan","USA",42.37615204,-85.45668030
1413,"Traditional Irish Music Concert, Workshops, Session, Set Dance","2012-04-26 14:00:00","2012-04-26 21:30:00","South Main Common Space","437 S. Main Street","Bowling Green","Ohio","USA",41.36903000,-83.65004730
2752,"Live Traditional Irish Music Webcast  On LiveTrad.com","2012-04-26 22:00:00","2012-04-26 00:00:00","Cryan's Pub","Bridge Street","Carrick-on-Shannon","Leitrim","Ireland",53.94820404,-8.09906483
2750,"Tionól 2012","2012-04-28 10:00:00","2012-04-29 17:00:00","SMA Community Hall","Wilton","Cork","Cork","Ireland",51.87400436,-8.50636005
2745,"The Big Trad Train","2012-05-01 07:30:00","2012-05-01 00:00:00","Irish World Academy","University Of Limerick","Castletroy","Limerick","Ireland",52.67327118,-8.56525803
2739,"Randal Bays & Davey Mathias House Concert","2012-05-01 19:00:00","2012-05-01 21:00:00","Blue Ridge Irish Music School","120 Waldorf School Rd.","Charlottesville","Virginia","USA",38.03279114,-78.49633789
2749,"The Wilde debut EP launch night","2012-05-01 21:30:00","2012-05-01 23:15:00","The Mercantile","Dame Street","Dublin","Dublin","Ireland",53.34417725,-6.26427889
2746,"The William Irwin Symposium Of Lakeland Music & Dance","2012-05-04 00:00:00","2012-05-06 00:00:00","Merz Barn","Cylinders Estate","Elterwater","Cumbria","England",54.43423080,-3.03767300
2755,"Concert Under The Stars","2012-05-05 06:00:00","2012-05-05 08:00:00","Bok Tower Gardens","1151 Tower Blvd.","Lake Wales","Florida","USA",27.93736649,-81.57607269
2727,"Baltimore Fiddle Fair 2012","2012-05-09 18:00:00","2012-05-13 00:00:00","Various Venues","","Baltimore","Cork","Ireland",51.48432922,-9.36610889
2754,"Teada, Workshops & Concert","2012-05-09 19:00:00","2012-05-09 21:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2761,"TradFolk Adult Flute And Fiddle Workshops","2012-05-11 17:00:00","2012-05-13 17:00:00","Wiston Lodge","Millrigg Road, Wiston","Biggar","South Lanarkshire","Scotland",55.57205582,-3.66919160
2757,"Recital With Lloyd, Dan And Paul MacDonald","2012-05-16 20:00:00","2012-05-16 22:30:00","Parish Centre","Old Hill","Leixlip","Kildare","Ireland",53.36518860,-6.49501467
2762,"Skerries Traditional Music Weekend","2012-05-18 19:00:00","2012-05-20 23:45:00","Various Venues","","Skerries","Dublin","Ireland",53.57973862,-6.11408520
2653,"Ormond Beach Celtic Festival 2012","2012-05-19 10:00:00","2012-05-20 17:00:00","Rockefeller Gardens","25 Riverside Drive","Ormond Beach","Florida","USA",29.28813934,-81.04683685
2759,"Ashton-in-Makerfield CCE's 40th Anniversary: Music Workshops","2012-05-20 13:00:00","2012-05-20 17:00:00","The Brian Boru Club","Bryn Street","Ashton-in-Makerfield","Lancashire","England",53.49868393,-2.66447616
332,"Folk Club","2012-05-20 20:30:00","2012-05-20 23:00:00","Stafford Gatehouse Theatre","","Stafford","Staffordshire","England",52.80654526,-2.11395025
2706,"Folk College With Simple Gifts","2012-05-25 13:00:00","2012-05-27 17:00:00","Juniata College","1800 Moore Street","Huntingdon","Pennsylvania","USA",40.49993134,-78.01752472
2763,"Máirtín O'Connor Band - Live Webcast On LiveTrad.com","2012-05-26 20:00:00","2012-05-26 22:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
2771,"Kyle Carey Trio","2012-05-26 20:00:00","2012-05-26 22:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2764,"Kilfenora Céilí Band - Live Webcast On LiveTrad.com","2012-05-27 20:00:00","2012-05-27 22:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
2774,"The Teetotallers","2012-05-29 19:00:00","2012-05-29 21:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2775,"Ballyshanon Folk Festival on Tour","2012-06-04 17:00:00","2012-06-30 23:00:00","The John Hewitt","51 Donegall Street","Belfast","Antrim","Northern Ireland",54.60145950,-5.92812395
2766,"Tunes In The Church Galway City","2012-06-04 20:00:00","2012-06-04 21:30:00","St. Nicholas' Collegiate Church","Shop Street","Galway","Galway","Ireland",53.27280807,-9.05260086
2778,"John McKenna Traditional Festival","2012-06-07 20:00:00","2012-06-11 02:00:00","Various Venues","Main Street","Drumkeerin","Leitrim","Ireland",54.17029953,-8.14674664
2758,"York Folk weekend","2012-06-08 12:00:00","2012-06-10 00:00:00","Black Swan","Peasholme Green","York","Yorkshire","England",53.96229172,-1.08189952
